1000 1500
0 574 21
1 964 87
2 894 69
3 798 15
4 23 87
5 798 49
6 364 21
7 888 68
8 639 63
9 997 52
10 174 15
11 730 73
12 18 5
13 548 97
14 700 10
15 520 43
16 631 12
17 868 5
18 702 55
19 668 93
20 313 5
21 623 88
22 53 2
23 800 78
24 13 62
25 731 74
26 206 8
27 937 49
28 299 15
29 516 28
30 396 54
31 610 5
32 423 1
33 872 6
34 678 23
35 473 80
36 266 39
37 978 51
38 826 27
39 414 57
40 493 80
41 762 76
42 264 72
43 458 20
44 528 41
45 256 99
46 805 68
47 19 71
48 96 55
49 275 61
50 293 30
51 214 89
52 472 52
53 513 67
54 457 90
55 59 95
56 382 51
57 589 21
58 378 86
59 883 60
60 295 86
61 403 71
62 236 38
63 10 66
64 11 6
65 347 49
66 178 16
67 456 21
68 137 88
69 379 100
70 478 15
71 820 44
72 58 30
73 115 50
74 481 27
75 796 84
76 665 24
77 726 61
78 459 22
79 703 77
80 55 79
81 916 6
82 786 59
83 995 17
84 9 47
85 248 59
86 185 74
87 919 18
88 765 87
89 229 48
90 872 48
91 438 91
92 609 96
93 372 4
94 469 57
95 473 2
96 350 66
97 923 63
98 692 88
99 608 74
100 124 8
101 980 27
102 7 10
103 255 36
104 786 54
105 766 82
106 447 46
107 720 93
108 588 15
109 619 77
110 296 98
111 70 4
112 883 9
113 139 45
114 923 93
115 544 4
116 210 70
117 15 91
118 786 53
119 477 65
120 474 25
121 211 51
122 830 38
123 619 14
124 820 50
125 812 56
126 626 71
127 976 38
128 70 87
129 71 25
130 58 1
131 399 91
132 735 4
133 198 63
134 238 81
135 388 87
136 570 68
137 933 28
138 958 83
139 470 49
140 932 37
141 841 13
142 101 49
143 483 70
144 38 27
145 68 38
146 882 14
147 169 8
148 265 3
149 629 32
150 282 52
151 886 51
152 843 55
153 826 7
154 623 12
155 435 92
156 31 80
157 765 45
158 126 3
159 670 47
160 404 86
161 75 58
162 447 57
163 826 40
164 972 8
165 990 69
166 893 5
167 607 97
168 130 68
169 208 7
170 289 13
171 532 2
172 161 46
173 657 88
174 542 94
175 386 50
176 608 75
177 7 17
178 243 63
179 797 44
180 359 98
181 372 50
182 747 82
183 172 88
184 858 29
185 170 40
186 901 76
187 25 51
188 509 85
189 887 67
190 581 56
191 482 35
192 607 7
193 260 99
194 760 37
195 173 41
196 944 89
197 58 97
198 780 75
199 640 43
200 620 47
201 163 19
202 811 20
203 439 24
204 291 35
205 552 44
206 869 66
207 279 28
208 137 13
209 539 45
210 627 62
211 807 14
212 586 87
213 513 90
214 524 43
215 49 93
216 326 96
217 364 67
218 239 91
219 506 98
220 800 64
221 655 82
222 460 63
223 80 20
224 715 71
225 563 45
226 717 12
227 469 64
228 637 75
229 784 16
230 511 42
231 538 92
232 560 5
233 30 85
234 429 37
235 991 78
236 539 22
237 938 47
238 927 43
239 971 83
240 86 24
241 74 43
242 92 28
243 140 58
244 472 15
245 104 9
246 487 10
247 361 38
248 566 38
249 451 51
250 255 48
251 256 16
252 443 31
253 591 3
254 714 78
255 143 42
256 461 23
257 523 5
258 716 73
259 205 45
260 584 9
261 587 20
262 393 16
263 696 20
264 977 93
265 620 65
266 945 17
267 276 22
268 454 32
269 632 13
270 558 12
271 557 50
272 597 53
273 139 83
274 941 82
275 973 44
276 499 52
277 403 95
278 724 28
279 495 94
280 608 50
281 495 1
282 426 27
283 20 79
284 275 76
285 81 2
286 362 40
287 468 49
288 769 90
289 474 78
290 154 94
291 272 57
292 396 71
293 659 65
294 12 1
295 744 98
296 935 38
297 898 21
298 97 23
299 385 28
300 367 79
301 338 91
302 982 91
303 111 37
304 618 89
305 384 94
306 899 92
307 767 15
308 193 87
309 291 58
310 529 24
311 311 36
312 934 32
313 704 30
314 180 69
315 766 46
316 468 94
317 609 38
318 598 34
319 740 42
320 819 18
321 503 94
322 241 44
323 870 49
324 247 88
325 57 51
326 391 70
327 482 27
328 965 81
329 800 5
330 938 9
331 491 75
332 455 7
333 801 3
334 871 34
335 612 90
336 984 7
337 10 67
338 817 59
339 306 75
340 13 8
341 276 16
342 911 33
343 744 18
344 524 20
345 129 67
346 615 45
347 896 91
348 702 87
349 277 68
350 599 3
351 586 16
352 440 40
353 387 66
354 381 95
355 353 72
356 546 60
357 230 62
358 596 77
359 913 8
360 646 36
361 313 56
362 841 55
363 157 44
364 158 37
365 437 58
366 205 81
367 445 81
368 665 85
369 544 3
370 975 25
371 304 42
372 540 74
373 176 95
374 505 73
375 713 39
376 924 29
377 940 70
378 169 77
379 244 91
380 976 9
381 184 14
382 496 44
383 529 8
384 213 94
385 587 18
386 612 30
387 34 45
388 738 42
389 870 62
390 840 43
391 424 14
392 535 5
393 710 53
394 571 39
395 923 60
396 276 34
397 632 90
398 581 39
399 638 15
400 574 89
401 909 25
402 879 30
403 206 59
404 476 75
405 439 57
406 943 98
407 213 21
408 647 59
409 550 99
410 916 84
411 164 39
412 92 50
413 456 78
414 142 43
415 598 26
416 426 8
417 629 99
418 827 37
419 935 36
420 932 96
421 411 60
422 380 14
423 401 29
424 275 98
425 534 60
426 30 75
427 217 84
428 203 29
429 525 37
430 370 76
431 801 27
432 145 44
433 247 66
434 612 19
435 688 21
436 581 62
437 764 47
438 957 47
439 841 95
440 309 79
441 392 51
442 774 49
443 557 49
444 257 25
445 531 95
446 6 78
447 867 9
448 651 4
449 70 31
450 184 29
451 465 62
452 513 48
453 983 20
454 744 83
455 842 79
456 482 28
457 568 42
458 314 32
459 667 50
460 759 31
461 93 68
462 505 41
463 91 53
464 156 55
465 450 53
466 152 80
467 310 24
468 48 22
469 578 65
470 865 20
471 556 59
472 577 78
473 199 92
474 104 9
475 585 46
476 897 77
477 541 11
478 649 86
479 89 41
480 622 71
481 118 28
482 95 40
483 967 94
484 399 57
485 383 23
486 923 65
487 432 47
488 891 9
489 502 5
490 379 2
491 565 75
492 586 38
493 35 69
494 415 49
495 111 26
496 291 73
497 328 70
498 666 48
499 906 48
500 157 24
501 923 33
502 668 77
503 241 5
504 955 57
505 377 18
506 583 21
507 441 78
508 812 18
509 359 20
510 711 20
511 924 12
512 793 17
513 874 67
514 384 88
515 819 98
516 127 62
517 307 100
518 808 64
519 967 45
520 142 34
521 881 76
522 300 100
523 490 15
524 408 84
525 956 92
526 804 19
527 866 18
528 595 87
529 105 60
530 523 52
531 33 97
532 376 58
533 624 99
534 867 28
535 713 81
536 2 42
537 876 41
538 101 23
539 11 8
540 32 42
541 43 1
542 231 26
543 180 97
544 897 49
545 203 80
546 53 90
547 280 7
548 184 88
549 991 79
550 946 64
551 282 28
552 673 92
553 135 40
554 345 9
555 154 98
556 695 10
557 628 55
558 507 85
559 771 24
560 542 78
561 538 80
562 814 60
563 539 74
564 536 64
565 681 44
566 731 54
567 940 99
568 817 3
569 97 13
570 705 2
571 670 64
572 336 7
573 46 65
574 978 82
575 104 13
576 335 84
